cod_RS;Cod_IBGE;Cod_Tabnet;nome_MUN;nome_RS;sigla_UF;pop_regiao
31024;3171501;317150;Mathias Lobato;Governador Valadares;MG;449072
31005;3171600;317160;Virgem da Lapa;Araçuaí;MG;#N/D
31065;3171709;317170;Virgínia;São Lourenço;MG;80828
31025;3171808;317180;Virginópolis;Guanhães;MG;328997
31024;3171907;317190;Virgolândia;Governador Valadares;MG;449072
31071;3172004;317200;Visconde do Rio Branco;Ubá;MG;181653
31002;3172103;317210;Volta Grande;Além Paraíba;MG;144742
31029;3172202;317220;Wenceslau Braz;Itajubá;MG;#N/D
32002;3200102;320010;Afonso Cláudio;Metropolitana;ES;2248766
32001;3200136;320013;Águia Branca;Central;ES;661264
32003;3200169;320016;Água Doce do Norte;Norte;ES;430549
32004;3200201;320020;Alegre;Sul;ES;678071
32004;3200300;320030;Alfredo Chaves;Sul;ES;678071
32001;3200359;320035;Alto Rio Novo;Central;ES;661264
32004;3200409;320040;Anchieta;Sul;ES;678071
32004;3200508;320050;Apiacá;Sul;ES;678071
32001;3200607;320060;Aracruz;Central;ES;661264
32004;3200706;320070;Atilio Vivacqua;Sul;ES;678071
32001;3200805;320080;Baixo Guandu;Central;ES;661264
32003;3200904;320090;Barra de São Francisco;Norte;ES;430549
32003;3201001;320100;Boa Esperança;Norte;ES;430549
32004;3201100;320110;Bom Jesus do Norte;Sul;ES;678071
32002;3201159;320115;Brejetuba;Metropolitana;ES;2248766
32004;3201209;320120;Cachoeiro de Itapemirim;Sul;ES;678071
32002;3201308;320130;Cariacica;Metropolitana;ES;2248766
32004;3201407;320140;Castelo;Sul;ES;678071
32001;3201506;320150;Colatina;Central;ES;661264
32003;3201605;320160;Conceição da Barra;Norte;ES;430549
32002;3201704;320170;Conceição do Castelo;Metropolitana;ES;2248766
32004;3201803;320180;Divino de São Lourenço;Sul;ES;678071
32002;3201902;320190;Domingos Martins;Metropolitana;ES;2248766
32004;3202009;320200;Dores do Rio Preto;Sul;ES;678071
32003;3202108;320210;Ecoporanga;Norte;ES;430549
32002;3202207;320220;Fundão;Metropolitana;ES;2248766
32001;3202256;320225;Governador Lindenberg;Central;ES;661264
32004;3202306;320230;Guaçuí;Sul;ES;678071
32002;3202405;320240;Guarapari;Metropolitana;ES;2248766
32002;3202454;320245;Ibatiba;Metropolitana;ES;2248766
32001;3202504;320250;Ibiraçu;Central;ES;661264
32004;3202553;320255;Ibitirama;Sul;ES;678071
32004;3202603;320260;Iconha;Sul;ES;678071
32004;3202652;320265;Irupi;Sul;ES;678071
32002;3202702;320270;Itaguaçu;Metropolitana;ES;2248766
32004;3202801;320280;Itapemirim;Sul;ES;678071
32002;3202900;320290;Itarana;Metropolitana;ES;2248766
32004;3203007;320300;Iúna;Sul;ES;678071
32003;3203056;320305;Jaguaré;Norte;ES;430549
32004;3203106;320310;Jerônimo Monteiro;Sul;ES;678071
32001;3203130;320313;João Neiva;Central;ES;661264
32002;3203163;320316;Laranja da Terra;Metropolitana;ES;2248766
32001;3203205;320320;Linhares;Central;ES;661264
32001;3203304;320330;Mantenópolis;Central;ES;661264
32004;3203320;320332;Marataízes;Sul;ES;678071
32002;3203346;320334;Marechal Floriano;Metropolitana;ES;2248766
32001;3203353;320335;Marilândia;Central;ES;661264
32004;3203403;320340;Mimoso do Sul;Sul;ES;678071
32003;3203502;320350;Montanha;Norte;ES;430549
32003;3203601;320360;Mucurici;Norte;ES;430549
32004;3203700;320370;Muniz Freire;Sul;ES;678071
32004;3203809;320380;Muqui;Sul;ES;678071
32003;3203908;320390;Nova Venécia;Norte;ES;430549
32001;3204005;320400;Pancas;Central;ES;661264
32003;3204054;320405;Pedro Canário;Norte;ES;430549
32003;3204104;320410;Pinheiros;Norte;ES;430549
32004;3204203;320420;Piúma;Sul;ES;678071
32003;3204252;320425;Ponto Belo;Norte;ES;430549
32004;3204302;320430;Presidente Kennedy;Sul;ES;678071
32001;3204351;320435;Rio Bananal;Central;ES;661264
32004;3204401;320440;Rio Novo do Sul;Sul;ES;678071
32002;3204500;320450;Santa Leopoldina;Metropolitana;ES;2248766
32002;3204559;320455;Santa Maria de Jetibá;Metropolitana;ES;2248766
32002;3204609;320460;Santa Teresa;Metropolitana;ES;2248766
32001;3204658;320465;São Domingos do Norte;Central;ES;661264
32001;3204708;320470;São Gabriel da Palha;Central;ES;661264
32004;3204807;320480;São José do Calçado;Sul;ES;678071
32003;3204906;320490;São Mateus;Norte;ES;430549
32001;3204955;320495;São Roque do Canaã;Central;ES;661264
32002;3205002;320500;Serra;Metropolitana;ES;2248766
32001;3205010;320501;Sooretama;Central;ES;661264
32004;3205036;320503;Vargem Alta;Sul;ES;678071
32002;3205069;320506;Venda Nova do Imigrante;Metropolitana;ES;2248766
32002;3205101;320510;Viana;Metropolitana;ES;2248766
32003;3205150;320515;Vila Pavão;Norte;ES;430549
32001;3205176;320517;Vila Valério;Central;ES;661264
32002;3205200;320520;Vila Velha;Metropolitana;ES;2248766
32002;3205309;320530;Vitória;Metropolitana;ES;2248766
33001;3300100;330010;Angra dos Reis;Baia da Ilha Grande;RJ;291418
33007;3300159;330015;Aperibé;Noroeste;RJ;348191
33002;3300209;330020;Araruama;Baixada Litorânea;RJ;839958
33003;3300225;330022;Areal;Centro-Sul;RJ;340526
33002;3300233;330023;Armação dos Búzios;Baixada Litorânea;RJ;839958
33002;3300258;330025;Arraial do Cabo;Baixada Litorânea;RJ;839958
33004;3300308;330030;Barra do Piraí;Médio Paraíba;RJ;913698
33004;3300407;330040;Barra Mansa;Médio Paraíba;RJ;913698
33005;3300456;330045;Belford Roxo;Metropolitana I;RJ;10497016
33009;3300506;330050;Bom Jardim;Serrana;RJ;972205
33007;3300605;330060;Bom Jesus do Itabapoana;Noroeste;RJ;348191
33002;3300704;330070;Cabo Frio;Baixada Litorânea;RJ;839958
33009;3300803;330080;Cachoeiras de Macacu;Serrana;RJ;972205
33007;3300902;330090;Cambuci;Noroeste;RJ;348191
33008;3300936;330093;Carapebus;Norte;RJ;945425
33003;3300951;330095;Comendador Levy Gasparian;Centro-Sul;RJ;340526
33008;3301009;330100;Campos dos Goytacazes;Norte;RJ;945425
33009;3301108;330110;Cantagalo;Serrana;RJ;972205
33007;3301157;330115;Cardoso Moreira;Noroeste;RJ;348191
33009;3301207;330120;Carmo;Serrana;RJ;972205
33002;3301306;330130;Casimiro de Abreu;Baixada Litorânea;RJ;839958
33008;3301405;330140;Conceição de Macabu;Norte;RJ;945425
33009;3301504;330150;Cordeiro;Serrana;RJ;972205
33009;3301603;330160;Duas Barras;Serrana;RJ;972205
33005;3301702;330170;Duque de Caxias;Metropolitana I;RJ;10497016
33003;3301801;330180;Engenheiro Paulo de Frontin;Centro-Sul;RJ;340526
33009;3301850;330185;Guapimirim;Serrana;RJ;972205
33002;3301876;330187;Iguaba Grande;Baixada Litorânea;RJ;839958
33006;3301900;330190;Itaboraí;Metropolitana II;RJ;2116506
33005;3302007;330200;Itaguaí;Metropolitana I;RJ;10497016
33007;3302056;330205;Italva;Noroeste;RJ;348191
33007;3302106;330210;Itaocara;Noroeste;RJ;348191
33007;3302205;330220;Itaperuna;Noroeste;RJ;348191
33004;3302254;330225;Itatiaia;Médio Paraíba;RJ;913698
33005;3302270;330227;Japeri;Metropolitana I;RJ;10497016
33007;3302304;330230;Laje do Muriaé;Noroeste;RJ;348191
33008;3302403;330240;Macaé;Norte;RJ;945425
33009;3302452;330245;Macuco;Serrana;RJ;972205
33005;3302502;330250;Magé;Metropolitana I;RJ;10497016
33001;3302601;330260;Mangaratiba;Baia da Ilha Grande;RJ;291418
33006;3302700;330270;Maricá;Metropolitana II;RJ;2116506
33003;3302809;330280;Mendes;Centro-Sul;RJ;340526
33005;3302858;330285;Mesquita;Metropolitana I;RJ;10497016
33003;3302908;330290;Miguel Pereira;Centro-Sul;RJ;340526
33007;3303005;330300;Miracema;Noroeste;RJ;348191
33007;3303104;330310;Natividade;Noroeste;RJ;348191
33005;3303203;330320;Nilópolis;Metropolitana I;RJ;10497016
33006;3303302;330330;Niterói;Metropolitana II;RJ;2116506
33009;3303401;330340;Nova Friburgo;Serrana;RJ;972205
33005;3303500;330350;Nova Iguaçu;Metropolitana I;RJ;10497016
33003;3303609;330360;Paracambi;Centro-Sul;RJ;340526
33003;3303708;330370;Paraíba do Sul;Centro-Sul;RJ;340526
33001;3303807;330380;Paraty;Baia da Ilha Grande;RJ;291418
33003;3303856;330385;Paty do Alferes;Centro-Sul;RJ;340526
33009;3303906;330390;Petrópolis;Serrana;RJ;972205
33004;3303955;330395;Pinheiral;Médio Paraíba;RJ;913698
33004;3304003;330400;Piraí;Médio Paraíba;RJ;913698
33007;3304102;330410;Porciúncula;Noroeste;RJ;348191
33004;3304110;330411;Porto Real;Médio Paraíba;RJ;913698
33004;3304128;330412;Quatis;Médio Paraíba;RJ;913698
33005;3304144;330414;Queimados;Metropolitana I;RJ;10497016
33008;3304151;330415;Quissamã;Norte;RJ;945425
33004;3304201;330420;Resende;Médio Paraíba;RJ;913698
33006;3304300;330430;Rio Bonito;Metropolitana II;RJ;2116506
33004;3304409;330440;Rio Claro;Médio Paraíba;RJ;913698
33004;3304508;330450;Rio das Flores;Médio Paraíba;RJ;913698
33002;3304524;330452;Rio das Ostras;Baixada Litorânea;RJ;839958
33005;3304557;330455;Rio de Janeiro;Metropolitana I;RJ;10497016
33009;3304607;330460;Santa Maria Madalena;Serrana;RJ;972205
33007;3304706;330470;Santo Antônio de Pádua;Noroeste;RJ;348191
33008;3304755;330475;São Francisco de Itabapoana;Norte;RJ;945425
33008;3304805;330480;São Fidélis;Norte;RJ;945425
33006;3304904;330490;São Gonçalo;Metropolitana II;RJ;2116506
33008;3305000;330500;São João da Barra;Norte;RJ;945425
33005;3305109;330510;São João de Meriti;Metropolitana I;RJ;10497016
33007;3305133;330513;São José de Ubá;Noroeste;RJ;348191
33009;3305158;330515;São José do Vale do Rio Preto;Serrana;RJ;972205
33002;3305208;330520;São Pedro da Aldeia;Baixada Litorânea;RJ;839958
33009;3305307;330530;São Sebastião do Alto;Serrana;RJ;972205
33003;3305406;330540;Sapucaia;Centro-Sul;RJ;340526
33002;3305505;330550;Saquarema;Baixada Litorânea;RJ;839958
33005;3305554;330555;Seropédica;Metropolitana I;RJ;10497016
33006;3305604;330560;Silva Jardim;Metropolitana II;RJ;2116506
33009;3305703;330570;Sumidouro;Serrana;RJ;972205
33006;3305752;330575;Tanguá;Metropolitana II;RJ;2116506
33009;3305802;330580;Teresópolis;Serrana;RJ;972205
33009;3305901;330590;Trajano de Moraes;Serrana;RJ;972205
33003;3306008;330600;Três Rios;Centro-Sul;RJ;340526
33004;3306107;330610;Valença;Médio Paraíba;RJ;913698
33007;3306156;330615;Varre-Sai;Noroeste;RJ;348191
33003;3306206;330620;Vassouras;Centro-Sul;RJ;340526
33004;3306305;330630;Volta Redonda;Médio Paraíba;RJ;913698
35091;3500105;350010;Adamantina;Adamantina;SP;138431
35156;3500204;350020;Adolfo;José Bonifácio;SP;105601
35142;3500303;350030;Aguaí;Mantiqueira;SP;286393
35142;3500402;350040;Águas da Prata;Mantiqueira;SP;286393
35074;3500501;350050;Águas de Lindóia;Circuito das Águas;SP;136147
35061;3500550;350055;Águas de Santa Bárbara;Vale do Jurumirim;SP;303868
35103;3500600;350060;Águas de São Pedro;Piracicaba;SP;596232
35062;3500709;350070;Agudos;Bauru;SP;654154
35161;3500758;350075;Alambari;Itapetininga;SP;510392
35112;3500808;350080;Alfredo Marcondes;Alta Sorocabana;SP;413476
35051;3500907;350090;Altair;Norte - Barretos;SP;292653
35133;3501004;350100;Altinópolis;Vale das Cachoeiras;SP;141389
35023;3501103;350110;Alto Alegre;Consórcios do DRS II;SP;281008
35163;3501152;350115;Alumínio;Sorocaba;SP;1741781
35157;3501202;350120;Álvares Florence;Votuporanga;SP;201493
35112;3501301;350130;Álvares Machado;Alta Sorocabana;SP;413476
35093;3501400;350140;Álvaro de Carvalho;Marília;SP;390523
35093;3501509;350150;Alvinlândia;Marília;SP;390523
35072;3501608;350160;Americana;Região Metropolitana de Campinas;SP;3244142
35031;3501707;350170;Américo Brasiliense;Central do DRS III;SP;322386
35157;3501806;350180;Américo de Campos;Votuporanga;SP;201493
35074;3501905;350190;Amparo;Circuito das Águas;SP;136147
35104;3502002;350200;Analândia;Rio Claro;SP;268075
35022;3502101;350210;Andradina;Lagos do DRS II;SP;205427
35161;3502200;350220;Angatuba;Itapetininga;SP;510392
35063;3502309;350230;Anhembi;Polo Cuesta;SP;316844
35112;3502408;350240;Anhumas;Alta Sorocabana;SP;413476
35172;3502507;350250;Aparecida;Circuito da Fé e Vale Histórico;SP;486352
35153;3502606;350260;Aparecida d'Oeste;Jales;SP;103857
35162;3502705;350270;Apiaí;Itapeva;SP;281984
35163;3502754;350275;Araçariguama;Sorocaba;SP;1741781
35021;3502804;350280;Araçatuba;Central do DRS II;SP;304821
35163;3502903;350290;Araçoiaba da Serra;Sorocaba;SP;1741781
35083;3503000;350300;Aramina;Alta Mogiana;SP;125803
35061;3503109;350310;Arandu;Vale do Jurumirim;SP;303868
35172;3503158;350315;Arapeí;Circuito da Fé e Vale Histórico;SP;486352
35031;3503208;350320;Araraquara;Central do DRS III;SP;322386
35101;3503307;350330;Araras;Araras;SP;346589
35095;3503356;350335;Arco-Íris;Tupã;SP;128466
35062;3503406;350340;Arealva;Bauru;SP;654154
35172;3503505;350350;Areias;Circuito da Fé e Vale Histórico;SP;486352
35063;3503604;350360;Areiópolis;Polo Cuesta;SP;316844
35151;3503703;350370;Ariranha;Catanduva;SP;320610
35072;3503802;350380;Artur Nogueira;Região Metropolitana de Campinas;SP;3244142
35011;3503901;350390;Arujá;Alto do Tietê;SP;3031955
35153;3503950;350395;Aspásia;Jales;SP;103857
35092;3504008;350400;Assis;Assis;SP;247470
35071;3504107;350410;Atibaia;Bragança;SP;475660
35021;3504206;350420;Auriflama;Central do DRS II;SP;304821
35062;3504305;350430;Avaí;Bauru;SP;654154
35023;3504404;350440;Avanhandava;Consórcios do DRS II;SP;281008
35061;3504503;350450;Avaré;Vale do Jurumirim;SP;303868
35155;3504602;350460;Bady Bassitt;São José do Rio Preto;SP;732845
35062;3504701;350470;Balbinos;Bauru;SP;654154
35155;3504800;350480;Bálsamo;São José do Rio Preto;SP;732845
35172;3504909;350490;Bananal;Circuito da Fé e Vale Histórico;SP;486352
35061;3505005;350500;Barão de Antonina;Vale do Jurumirim;SP;303868
35023;3505104;350510;Barbosa;Consórcios do DRS II;SP;281008
35064;3505203;350520;Bariri;Jaú;SP;355931
35064;3505302;350530;Barra Bonita;Jaú;SP;355931
35162;3505351;350535;Barra do Chapéu;Itapeva;SP;281984
35121;3505401;350540;Barra do Turvo;Vale do Ribeira;SP;284509
35051;3505500;350550;Barretos;Norte - Barretos;SP;292653
35131;3505609;350560;Barrinha;Horizonte Verde;SP;447537
35014;3505708;350570;Barueri;Rota dos Bandeirantes;SP;1894506
35095;3505807;350580;Bastos;Tupã;SP;128466
35133;3505906;350590;Batatais;Vale das Cachoeiras;SP;141389
35062;3506003;350600;Bauru;Bauru;SP;654154
35052;3506102;350610;Bebedouro;Sul - Barretos;SP;148254
35021;3506201;350620;Bento de Abreu;Central do DRS II;SP;304821
35094;3506300;350630;Bernardino de Campos;Ourinhos;SP;244242
35041;3506359;350635;Bertioga;Baixada Santista;SP;1865397
35021;3506409;350640;Bilac;Central do DRS II;SP;304821
35023;3506508;350650;Birigui;Consórcios do DRS II;SP;281008
35011;3506607;350660;Biritiba-Mirim;Alto do Tietê;SP;3031955
35031;3506706;350670;Boa Esperança do Sul;Central do DRS III;SP;322386
35064;3506805;350680;Bocaina;Jaú;SP;355931
35063;3506904;350690;Bofete;Polo Cuesta;SP;316844
35163;3507001;350700;Boituva;Sorocaba;SP;1741781
35071;3507100;350710;Bom Jesus dos Perdões;Bragança;SP;475660
35162;3507159;350715;Bom Sucesso de Itararé;Itapeva;SP;281984
35092;3507209;350720;Borá;Assis;SP;247470
35064;3507308;350730;Boracéia;Jaú;SP;355931
35032;3507407;350740;Borborema;Centro Oeste do DRS III;SP;146881
35062;3507456;350745;Borebi;Bauru;SP;654154
35063;3507506;350750;Botucatu;Polo Cuesta;SP;316844
35071;3507605;350760;Bragança Paulista;Bragança;SP;475660
35023;3507704;350770;Braúna;Consórcios do DRS II;SP;281008
35023;3507753;350775;Brejo Alegre;Consórcios do DRS II;SP;281008
35133;3507803;350780;Brodowski;Vale das Cachoeiras;SP;141389
35064;3507902;350790;Brotas;Jaú;SP;355931
35162;3508009;350800;Buri;Itapeva;SP;281984
35023;3508108;350810;Buritama;Consórcios do DRS II;SP;281008
35083;3508207;350820;Buritizal;Alta Mogiana;SP;125803
35062;3508306;350830;Cabrália Paulista;Bauru;SP;654154
35073;3508405;350840;Cabreúva;Jundiaí;SP;815338
35171;3508504;350850;Caçapava;Alto Vale do Paraíba;SP;1103668
35172;3508603;350860;Cachoeira Paulista;Circuito da Fé e Vale Histórico;SP;486352
35143;3508702;350870;Caconde;Rio Pardo;SP;217325
35065;3508801;350880;Cafelândia;Lins;SP;169960
35112;3508900;350890;Caiabu;Alta Sorocabana;SP;413476
35012;3509007;350900;Caieiras;Franco da Rocha;SP;608783
35114;3509106;350910;Caiuá;Extremo Oeste Paulista;SP;99135
35012;3509205;350920;Cajamar;Franco da Rocha;SP;608783
35121;3509254;350925;Cajati;Vale do Ribeira;SP;284509
35051;3509304;350930;Cajobi;Norte - Barretos;SP;292653
35133;3509403;350940;Cajuru;Vale das Cachoeiras;SP;141389
35161;3509452;350945;Campina do Monte Alegre;Itapetininga;SP;510392
35072;3509502;350950;Campinas;Região Metropolitana de Campinas;SP;3244142
35073;3509601;350960;Campo Limpo Paulista;Jundiaí;SP;815338
35174;3509700;350970;Campos do Jordão;Vale do Paraíba/Região Serrana;SP;626309
35093;3509809;350980;Campos Novos Paulista;Marília;SP;390523
35121;3509908;350990;Cananéia;Vale do Ribeira;SP;284509
35172;3509957;350995;Canas;Circuito da Fé e Vale Histórico;SP;486352
35092;3510005;351000;Cândido Mota;Assis;SP;247470
35033;3510104;351010;Cândido Rodrigues;Norte do DRS III;SP;157668
35094;3510153;351015;Canitar;Ourinhos;SP;244242
35161;3510203;351020;Capão Bonito;Itapetininga;SP;510392
35163;3510302;351030;Capela do Alto;Sorocaba;SP;1741781
35103;3510401;351040;Capivari;Piracicaba;SP;596232
35173;3510500;351050;Caraguatatuba;Litoral Norte;SP;336281
35014;3510609;351060;Carapicuíba;Rota dos Bandeirantes;SP;1894506
35157;3510708;351070;Cardoso;Votuporanga;SP;201493
35143;3510807;351080;Casa Branca;Rio Pardo;SP;217325
35133;3510906;351090;Cássia dos Coqueiros;Vale das Cachoeiras;SP;141389
35022;3511003;351100;Castilho;Lagos do DRS II;SP;205427
35151;3511102;351110;Catanduva;Catanduva;SP;320610
35151;3511201;351120;Catiguá;Catanduva;SP;320610
35155;3511300;351130;Cedral;São José do Rio Preto;SP;732845
35061;3511409;351140;Cerqueira César;Vale do Jurumirim;SP;303868
35161;3511508;351150;Cerquilho;Itapetininga;SP;510392
35161;3511607;351160;Cesário Lange;Itapetininga;SP;510392
35103;3511706;351170;Charqueada;Piracicaba;SP;596232
35023;3511904;351190;Clementina;Consórcios do DRS II;SP;281008
35051;3512001;351200;Colina;Norte - Barretos;SP;292653
35051;3512100;351210;Colômbia;Norte - Barretos;SP;292653
35101;3512209;351220;Conchal;Araras;SP;346589
35063;3512308;351230;Conchas;Polo Cuesta;SP;316844
35102;3512407;351240;Cordeirópolis;Limeira;SP;375650
35023;3512506;351250;Coroados;Consórcios do DRS II;SP;281008
35061;3512605;351260;Coronel Macedo;Vale do Jurumirim;SP;303868
35104;3512704;351270;Corumbataí;Rio Claro;SP;268075
35072;3512803;351280;Cosmópolis;Região Metropolitana de Campinas;SP;3244142
35157;3512902;351290;Cosmorama;Votuporanga;SP;201493
35013;3513009;351300;Cotia;Mananciais;SP;1157544
35132;3513108;351310;Cravinhos;Aquífero Guarani;SP;934756
35081;3513207;351320;Cristais Paulista;Três Colinas;SP;427758
35092;3513306;351330;Cruzália;Assis;SP;247470
35172;3513405;351340;Cruzeiro;Circuito da Fé e Vale Histórico;SP;486352
35041;3513504;351350;Cubatão;Baixada Santista;SP;1865397
35172;3513603;351360;Cunha;Circuito da Fé e Vale Histórico;SP;486352
35034;3513702;351370;Descalvado;Coração do DRS III;SP;399047
35015;3513801;351380;Diadema;Grande ABC;SP;2789871
35153;3513850;351385;Dirce Reis;Jales;SP;103857
35143;3513900;351390;Divinolândia;Rio Pardo;SP;217325
35033;3514007;351400;Dobrada;Norte do DRS III;SP;157668
35064;3514106;351410;Dois Córregos;Jaú;SP;355931
35153;3514205;351420;Dolcinópolis;Jales;SP;103857
35034;3514304;351430;Dourado;Coração do DRS III;SP;399047
35111;3514403;351440;Dracena;Alta Paulista;SP;135956
35062;3514502;351450;Duartina;Bauru;SP;654154
35131;3514601;351460;Dumont;Horizonte Verde;SP;447537
35093;3514700;351470;Echaporã;Marília;SP;390523
35121;3514809;351480;Eldorado;Vale do Ribeira;SP;284509
35103;3514908;351490;Elias Fausto;Piracicaba;SP;596232
35151;3514924;351492;Elisiário;Catanduva;SP;320610
35151;3514957;351495;Embaúba;Catanduva;SP;320610
35013;3515004;351500;Embu das Artes;Mananciais;SP;1157544
35013;3515103;351510;Embu-Guaçu;Mananciais;SP;1157544
35112;3515129;351512;Emilianópolis;Alta Sorocabana;SP;413476
35102;3515152;351515;Engenheiro Coelho;Limeira;SP;375650
35142;3515186;351518;Espírito Santo do Pinhal;Mantiqueira;SP;286393
35094;3515194;351519;Espírito Santo do Turvo;Ourinhos;SP;244242
35154;3515202;351520;Estrela d'Oeste;Fernandópolis;SP;117293
35112;3515301;351530;Estrela do Norte;Alta Sorocabana;SP;413476
35115;3515350;351535;Euclides da Cunha Paulista;Pontal do Paranapanema;SP;67421
35061;3515400;351540;Fartura;Vale do Jurumirim;SP;303868
35154;3515509;351550;Fernandópolis;Fernandópolis;SP;117293
35151;3515608;351560;Fernando Prestes;Catanduva;SP;320610
35093;3515657;351565;Fernão;Marília;SP;390523
35011;3515707;351570;Ferraz de Vasconcelos;Alto do Tietê;SP;3031955
35111;3515806;351580;Flora Rica;Alta Paulista;SP;135956
35157;3515905;351590;Floreal;Votuporanga;SP;201493
35091;3516002;351600;Flórida Paulista;Adamantina;SP;138431
35092;3516101;351610;Florínia;Assis;SP;247470
35081;3516200;351620;Franca;Três Colinas;SP;427758
35012;3516309;351630;Francisco Morato;Franco da Rocha;SP;608783
35012;3516408;351640;Franco da Rocha;Franco da Rocha;SP;608783
35023;3516507;351650;Gabriel Monteiro;Consórcios do DRS II;SP;281008
35093;3516606;351660;Gália;Marília;SP;390523
35093;3516705;351670;Garça;Marília;SP;390523
35157;3516804;351680;Gastão Vidigal;Votuporanga;SP;201493
35031;3516853;351685;Gavião Peixoto;Central do DRS III;SP;322386
35157;3516903;351690;General Salgado;Votuporanga;SP;201493
35065;3517000;351700;Getulina;Lins;SP;169960
35023;3517109;351710;Glicério;Consórcios do DRS II;SP;281008
35065;3517208;351720;Guaiçara;Lins;SP;169960
35093;3517307;351730;Guaimbê;Marília;SP;390523
35051;3517406;351740;Guaíra;Norte - Barretos;SP;292653
35155;3517505;351750;Guapiaçu;São José do Rio Preto;SP;732845
35162;3517604;351760;Guapiara;Itapeva;SP;281984
35083;3517703;351770;Guará;Alta Mogiana;SP;125803
35022;3517802;351780;Guaraçaí;Lagos do DRS II;SP;205427
35051;3517901;351790;Guaraci;Norte - Barretos;SP;292653
35154;3518008;351800;Guarani d'Oeste;Fernandópolis;SP;117293
35093;3518107;351810;Guarantã;Marília;SP;390523
35021;3518206;351820;Guararapes;Central do DRS II;SP;304821
35011;3518305;351830;Guararema;Alto do Tietê;SP;3031955
35172;3518404;351840;Guaratinguetá;Circuito da Fé e Vale Histórico;SP;486352
35161;3518503;351850;Guareí;Itapetininga;SP;510392
35131;3518602;351860;Guariba;Horizonte Verde;SP;447537
35041;3518701;351870;Guarujá;Baixada Santista;SP;1865397
35011;3518800;351880;Guarulhos;Alto do Tietê;SP;3031955
35132;3518859;351885;Guatapará;Aquífero Guarani;SP;934756
35021;3518909;351890;Guzolândia;Central do DRS II;SP;304821
35095;3519006;351900;Herculândia;Tupã;SP;128466
35072;3519055;351905;Holambra;Região Metropolitana de Campinas;SP;3244142
35072;3519071;351907;Hortolândia;Região Metropolitana de Campinas;SP;3244142
35062;3519105;351910;Iacanga;Bauru;SP;654154
35095;3519204;351920;Iacri;Tupã;SP;128466
35061;3519253;351925;Iaras;Vale do Jurumirim;SP;303868
35034;3519303;351930;Ibaté;Coração do DRS III;SP;399047
35155;3519402;351940;Ibirá;São José do Rio Preto;SP;732845
35092;3519501;351950;Ibirarema;Assis;SP;247470
35032;3519600;351960;Ibitinga;Centro Oeste do DRS III;SP;146881
35163;3519709;351970;Ibiúna;Sorocaba;SP;1741781
35155;3519808;351980;Icém;São José do Rio Preto;SP;732845
35113;3519907;351990;Iepê;Alto Capivari;SP;59639
35064;3520004;352000;Igaraçu do Tietê;Jaú;SP;355931
35083;3520103;352010;Igarapava;Alta Mogiana;SP;125803
35171;3520202;352020;Igaratá;Alto Vale do Paraíba;SP;1103668
35121;3520301;352030;Iguape;Vale do Ribeira;SP;284509
35173;3520400;352040;Ilhabela;Litoral Norte;SP;336281
35121;3520426;352042;Ilha Comprida;Vale do Ribeira;SP;284509
35022;3520442;352044;Ilha Solteira;Lagos do DRS II;SP;205427
35072;3520509;352050;Indaiatuba;Região Metropolitana de Campinas;SP;3244142
35112;3520608;352060;Indiana;Alta Sorocabana;SP;413476
35154;3520707;352070;Indiaporã;Fernandópolis;SP;117293
35091;3520806;352080;Inúbia Paulista;Adamantina;SP;138431
35094;3520905;352090;Ipaussu;Ourinhos;SP;244242
35163;3521002;352100;Iperó;Sorocaba;SP;1741781
35104;3521101;352110;Ipeúna;Rio Claro;SP;268075
35155;3521150;352115;Ipiguá;São José do Rio Preto;SP;732845
35121;3521200;352120;Iporanga;Vale do Ribeira;SP;284509
35082;3521309;352130;Ipuã;Alta Anhanguera;SP;164615
35102;3521408;352140;Iracemápolis;Limeira;SP;375650
35151;3521507;352150;Irapuã;Catanduva;SP;320610
35111;3521606;352160;Irapuru;Alta Paulista;SP;135956
35162;3521705;352170;Itaberá;Itapeva;SP;281984
35061;3521804;352180;Itaí;Vale do Jurumirim;SP;303868
35151;3521903;352190;Itajobi;Catanduva;SP;320610
35064;3522000;352200;Itaju;Jaú;SP;355931
35041;3522109;352210;Itanhaém;Baixada Santista;SP;1865397
35162;3522158;352215;Itaóca;Itapeva;SP;281984
35013;3522208;352220;Itapecerica da Serra;Mananciais;SP;1157544
35161;3522307;352230;Itapetininga;Itapetininga;SP;510392
35162;3522406;352240;Itapeva;Itapeva;SP;281984
35014;3522505;352250;Itapevi;Rota dos Bandeirantes;SP;1894506
35141;3522604;352260;Itapira;Baixa Mogiana;SP;331154
35162;3522653;352265;Itapirapuã Paulista;Itapeva;SP;281984
35032;3522703;352270;Itápolis;Centro Oeste do DRS III;SP;146881
35061;3522802;352280;Itaporanga;Vale do Jurumirim;SP;303868
35064;3522901;352290;Itapuí;Jaú;SP;355931
35022;3523008;352300;Itapura;Lagos do DRS II;SP;205427
35011;3523107;352310;Itaquaquecetuba;Alto do Tietê;SP;3031955
35162;3523206;352320;Itararé;Itapeva;SP;281984
35121;3523305;352330;Itariri;Vale do Ribeira;SP;284509
35072;3523404;352340;Itatiba;Região Metropolitana de Campinas;SP;3244142
35063;3523503;352350;Itatinga;Polo Cuesta;SP;316844
35104;3523602;352360;Itirapina;Rio Claro;SP;268075
